user_id,product_id,interaction_type,timestamp
844,639,view,2026-02-27 17:01:12.615473
944,993,view,2026-03-16 17:01:12.615473
926,981,view,2026-03-14 17:01:12.615473
424,316,view,2026-02-18 17:01:12.615473
760,446,view,2026-02-28 17:01:12.615473
298,802,view,2026-02-24 17:01:12.615473
823,599,view,2026-03-09 17:01:12.615473
406,287,add_to_cart,2026-03-14 17:01:12.615473
795,926,view,2026-02-27 17:01:12.615473
217,509,purchase,2026-03-07 17:01:12.615473
792,391,view,2026-03-14 17:01:12.615473
165,75,view,2026-02-21 17:01:12.615473
409,573,view,2026-03-06 17:01:12.615473
507,111,view,2026-03-06 17:01:12.615473
991,169,add_to_cart,2026-03-15 17:01:12.615473
938,491,purchase,2026-02-28 17:01:12.615473
923,823,add_to_cart,2026-03-16 17:01:12.615473
103,928,view,2026-03-02 17:01:12.615473
552,75,view,2026-03-02 17:01:12.615473
930,592,view,2026-03-05 17:01:12.615473
617,374,view,2026-03-09 17:01:12.615473
988,303,view,2026-03-06 17:01:12.615473
673,833,add_to_cart,2026-02-25 17:01:12.615473
237,878,view,2026-03-07 17:01:12.615473
725,400,view,2026-02-28 17:01:12.615473
499,136,add_to_cart,2026-02-21 17:01:12.615473
484,485,add_to_cart,2026-03-18 17:01:12.615473
957,790,view,2026-03-06 17:01:12.615473
426,72,purchase,2026-03-03 17:01:12.615473
324,122,view,2026-03-05 17:01:12.615473
55,354,view,2026-02-20 17:01:12.615473
351,916,view,2026-03-16 17:01:12.616476
444,660,view,2026-03-16 17:01:12.616476
34,689,view,2026-03-03 17:01:12.616476
513,705,view,2026-03-18 17:01:12.616476
985,868,view,2026-02-26 17:01:12.616476
908,696,view,2026-02-17 17:01:12.616476
823,778,purchase,2026-03-06 17:01:12.616476
49,207,purchase,2026-03-05 17:01:12.616476
665,945,view,2026-03-17 17:01:12.616476
265,246,view,2026-03-01 17:01:12.616476
413,92,view,2026-03-18 17:01:12.616476
198,754,view,2026-02-27 17:01:12.616476
675,243,add_to_cart,2026-02-17 17:01:12.616476
988,702,view,2026-02-28 17:01:12.616476
298,877,view,2026-03-15 17:01:12.616476
487,331,view,2026-02-18 17:01:12.616476
268,632,add_to_cart,2026-03-13 17:01:12.616476
595,621,add_to_cart,2026-03-05 17:01:12.616476
420,281,add_to_cart,2026-03-07 17:01:12.616476
356,666,purchase,2026-02-25 17:01:12.616476
197,343,view,2026-03-07 17:01:12.616476
75,136,view,2026-03-04 17:01:12.616476
148,982,view,2026-02-27 17:01:12.616476
485,680,view,2026-02-17 17:01:12.616476
253,187,view,2026-02-20 17:01:12.616476
317,451,view,2026-02-21 17:01:12.616476
1,849,add_to_cart,2026-02-18 17:01:12.616476
131,537,view,2026-03-02 17:01:12.616476
779,305,add_to_cart,2026-02-21 17:01:12.616476
145,430,view,2026-03-04 17:01:12.616476
893,654,view,2026-02-26 17:01:12.616476
717,530,purchase,2026-02-25 17:01:12.616476
217,514,purchase,2026-03-15 17:01:12.616476
794,381,view,2026-03-13 17:01:12.616476
279,764,view,2026-02-28 17:01:12.616476
391,444,view,2026-02-17 17:01:12.616476
58,287,add_to_cart,2026-03-13 17:01:12.616476
94,702,purchase,2026-03-03 17:01:12.616476
770,19,view,2026-03-05 17:01:12.616476
765,732,view,2026-03-16 17:01:12.616476
649,301,add_to_cart,2026-02-25 17:01:12.616476
642,723,view,2026-03-03 17:01:12.616476
36,88,view,2026-03-11 17:01:12.616476
452,851,add_to_cart,2026-03-16 17:01:12.616476
643,799,view,2026-03-12 17:01:12.616476
959,347,view,2026-03-06 17:01:12.616476
650,800,view,2026-02-17 17:01:12.616476
909,888,add_to_cart,2026-02-28 17:01:12.616476
381,586,view,2026-03-17 17:01:12.616476
320,66,view,2026-02-22 17:01:12.616476
731,334,add_to_cart,2026-03-07 17:01:12.616476
217,253,view,2026-02-20 17:01:12.618001
560,40,view,2026-02-26 17:01:12.618001
907,352,view,2026-02-27 17:01:12.618001
20,521,add_to_cart,2026-03-14 17:01:12.618001
723,363,view,2026-03-11 17:01:12.618001
572,680,view,2026-02-20 17:01:12.618001
338,75,view,2026-02-21 17:01:12.618001
488,514,view,2026-02-24 17:01:12.618001
38,752,purchase,2026-03-15 17:01:12.618001
787,597,add_to_cart,2026-03-08 17:01:12.618001
873,171,view,2026-02-26 17:01:12.618001
83,760,view,2026-03-01 17:01:12.618001
239,860,purchase,2026-02-26 17:01:12.618001
157,704,add_to_cart,2026-03-10 17:01:12.618001
399,236,purchase,2026-02-23 17:01:12.618001
619,550,add_to_cart,2026-03-05 17:01:12.618001
683,316,add_to_cart,2026-02-19 17:01:12.618001
47,8,add_to_cart,2026-03-08 17:01:12.618001
551,37,view,2026-03-02 17:01:12.618001
79,595,view,2026-03-16 17:01:12.618001
406,165,view,2026-02-27 17:01:12.618001
927,135,purchase,2026-03-17 17:01:12.618001
152,872,purchase,2026-03-03 17:01:12.618001
443,334,view,2026-02-23 17:01:12.618001
459,771,view,2026-03-08 17:01:12.618001
662,46,view,2026-02-26 17:01:12.618001
632,735,view,2026-03-17 17:01:12.618001
760,219,view,2026-02-22 17:01:12.618001
751,598,view,2026-02-20 17:01:12.618001
960,799,view,2026-03-08 17:01:12.618001
978,13,purchase,2026-02-17 17:01:12.619543
473,243,view,2026-03-04 17:01:12.619543
905,534,purchase,2026-03-07 17:01:12.619543
531,840,view,2026-02-27 17:01:12.619543
184,205,purchase,2026-03-11 17:01:12.619543
346,338,view,2026-03-06 17:01:12.619543
573,130,view,2026-02-18 17:01:12.619543
646,995,view,2026-02-20 17:01:12.619543
525,872,view,2026-03-11 17:01:12.619543
281,547,view,2026-03-16 17:01:12.619543
248,427,view,2026-03-01 17:01:12.619543
888,196,view,2026-03-12 17:01:12.619543
615,918,view,2026-03-04 17:01:12.619543
673,637,view,2026-02-21 17:01:12.619543
876,865,add_to_cart,2026-03-14 17:01:12.619543
998,839,purchase,2026-03-10 17:01:12.619543
718,794,purchase,2026-03-04 17:01:12.619543
984,47,view,2026-03-09 17:01:12.619543
637,903,purchase,2026-02-22 17:01:12.619543
659,826,view,2026-02-26 17:01:12.619543
916,195,view,2026-03-08 17:01:12.619543
74,179,view,2026-02-18 17:01:12.619543
419,10,add_to_cart,2026-02-20 17:01:12.619543
565,38,view,2026-03-06 17:01:12.620910
939,231,view,2026-03-18 17:01:12.620910
50,299,view,2026-03-17 17:01:12.620910
93,931,add_to_cart,2026-02-21 17:01:12.620910
597,49,view,2026-03-07 17:01:12.620910
749,318,view,2026-02-19 17:01:12.620910
881,824,add_to_cart,2026-03-08 17:01:12.620910
488,87,add_to_cart,2026-03-11 17:01:12.620910
470,849,view,2026-03-10 17:01:12.620910
857,395,view,2026-03-13 17:01:12.620910
681,988,add_to_cart,2026-03-16 17:01:12.620910
73,6,view,2026-03-06 17:01:12.620910
538,544,view,2026-02-18 17:01:12.620910
215,316,view,2026-03-17 17:01:12.621493
342,43,add_to_cart,2026-03-17 17:01:12.621493
382,912,view,2026-03-03 17:01:12.621493
158,979,add_to_cart,2026-03-06 17:01:12.621493
5,689,view,2026-03-05 17:01:12.621493
224,717,view,2026-03-18 17:01:12.621493
287,725,view,2026-03-02 17:01:12.621493
522,422,view,2026-03-17 17:01:12.621493
618,679,view,2026-02-19 17:01:12.621493
183,125,purchase,2026-03-06 17:01:12.621493
820,475,purchase,2026-03-15 17:01:12.621493
83,847,view,2026-03-06 17:01:12.621493
142,565,view,2026-02-26 17:01:12.621493
48,306,purchase,2026-02-26 17:01:12.621493
863,102,purchase,2026-03-08 17:01:12.621493
663,561,view,2026-02-26 17:01:12.621493
514,528,view,2026-03-18 17:01:12.621493
735,176,add_to_cart,2026-02-18 17:01:12.621493
289,842,view,2026-03-16 17:01:12.621493
267,68,add_to_cart,2026-02-24 17:01:12.621493
445,797,view,2026-02-27 17:01:12.621493
437,147,view,2026-02-19 17:01:12.621493
185,496,view,2026-03-11 17:01:12.621493
986,942,purchase,2026-03-05 17:01:12.621493
254,478,view,2026-03-05 17:01:12.621493
973,440,add_to_cart,2026-03-05 17:01:12.622500
810,932,view,2026-02-20 17:01:12.622500
353,270,view,2026-03-11 17:01:12.622500
336,912,view,2026-03-09 17:01:12.622500
914,306,view,2026-02-26 17:01:12.622500
923,636,view,2026-03-18 17:01:12.622500
327,89,view,2026-02-17 17:01:12.622500
93,109,view,2026-03-11 17:01:12.622500
764,793,add_to_cart,2026-03-11 17:01:12.623138
346,660,purchase,2026-03-01 17:01:12.623138
994,989,view,2026-03-04 17:01:12.623138
655,127,view,2026-02-19 17:01:12.623138
832,206,purchase,2026-02-25 17:01:12.623138
548,680,view,2026-03-12 17:01:12.623138
244,24,add_to_cart,2026-02-24 17:01:12.623138
579,321,purchase,2026-02-20 17:01:12.623138
405,365,view,2026-02-19 17:01:12.623138
217,936,view,2026-03-15 17:01:12.623138
395,208,view,2026-02-27 17:01:12.623138
373,463,purchase,2026-03-08 17:01:12.623138
174,666,view,2026-03-18 17:01:12.623138
618,593,add_to_cart,2026-02-19 17:01:12.623646
222,746,view,2026-03-12 17:01:12.623646
204,218,view,2026-03-17 17:01:12.623646
191,510,purchase,2026-03-17 17:01:12.623646
230,573,view,2026-02-23 17:01:12.623646
108,918,view,2026-02-23 17:01:12.623646
236,532,view,2026-02-19 17:01:12.623646
553,116,purchase,2026-03-17 17:01:12.623646
318,439,view,2026-02-26 17:01:12.623646
334,509,view,2026-02-17 17:01:12.623646
81,875,view,2026-03-14 17:01:12.623646
99,765,view,2026-02-25 17:01:12.623646
566,161,view,2026-03-12 17:01:12.623646
648,769,purchase,2026-02-17 17:01:12.623646
116,606,view,2026-03-10 17:01:12.623646
145,717,view,2026-02-27 17:01:12.623646
879,643,view,2026-03-12 17:01:12.623646
503,13,purchase,2026-02-26 17:01:12.623646
385,869,view,2026-03-07 17:01:12.623646
122,11,view,2026-02-25 17:01:12.623646
349,862,view,2026-03-08 17:01:12.623646
742,354,view,2026-03-10 17:01:12.623646
207,853,view,2026-03-18 17:01:12.623646
448,909,view,2026-03-03 17:01:12.623646
178,962,view,2026-03-12 17:01:12.623646
733,818,add_to_cart,2026-02-20 17:01:12.623646
763,359,purchase,2026-03-06 17:01:12.623646
239,490,purchase,2026-03-08 17:01:12.623646
111,934,view,2026-02-26 17:01:12.623646
233,382,purchase,2026-03-16 17:01:12.623646
545,380,view,2026-02-28 17:01:12.623646
844,57,view,2026-03-12 17:01:12.625131
604,899,view,2026-02-28 17:01:12.625131
42,620,view,2026-03-10 17:01:12.625131
27,363,add_to_cart,2026-03-05 17:01:12.625131
791,817,view,2026-02-26 17:01:12.625131
303,623,view,2026-03-03 17:01:12.625131
490,203,add_to_cart,2026-02-26 17:01:12.625131
243,798,view,2026-03-14 17:01:12.625131
640,807,view,2026-03-05 17:01:12.625131
255,252,add_to_cart,2026-03-06 17:01:12.625131
945,456,purchase,2026-02-25 17:01:12.625808
668,177,view,2026-03-05 17:01:12.625808
780,382,purchase,2026-02-23 17:01:12.625808
249,380,view,2026-03-02 17:01:12.626314
658,897,view,2026-03-05 17:01:12.626314
404,458,purchase,2026-03-08 17:01:12.626832
512,235,view,2026-03-04 17:01:12.626832
371,155,view,2026-03-11 17:01:12.626832
828,864,view,2026-02-27 17:01:12.626832
572,880,view,2026-02-24 17:01:12.626832
3,188,view,2026-03-04 17:01:12.626832
856,988,view,2026-03-11 17:01:12.626832
317,264,view,2026-02-27 17:01:12.626832
899,249,view,2026-03-13 17:01:12.626832
513,630,view,2026-03-10 17:01:12.626832
673,730,purchase,2026-03-09 17:01:12.626832
574,482,purchase,2026-03-06 17:01:12.626832
816,857,view,2026-02-25 17:01:12.626832
299,768,add_to_cart,2026-03-05 17:01:12.626832
191,674,view,2026-03-14 17:01:12.626832
842,383,add_to_cart,2026-02-18 17:01:12.627840
882,216,add_to_cart,2026-02-25 17:01:12.627840
799,991,view,2026-02-22 17:01:12.627840
627,615,view,2026-02-17 17:01:12.627840
995,309,add_to_cart,2026-02-24 17:01:12.627840
728,190,view,2026-02-21 17:01:12.627840
314,182,purchase,2026-03-14 17:01:12.627840
760,810,view,2026-03-17 17:01:12.628345
140,228,view,2026-03-04 17:01:12.628345
679,135,add_to_cart,2026-03-01 17:01:12.628942
695,419,purchase,2026-02-27 17:01:12.628942
684,62,view,2026-02-18 17:01:12.628942
222,945,view,2026-02-21 17:01:12.628942
791,568,view,2026-03-04 17:01:12.628942
779,757,view,2026-03-09 17:01:12.628942
258,262,purchase,2026-03-01 17:01:12.628942
63,5,view,2026-02-17 17:01:12.628942
401,212,view,2026-02-18 17:01:12.628942
594,603,view,2026-02-25 17:01:12.628942
495,496,view,2026-03-17 17:01:12.628942
718,498,view,2026-03-15 17:01:12.628942
467,403,view,2026-03-14 17:01:12.629458
345,320,view,2026-02-22 17:01:12.629458
276,217,view,2026-02-27 17:01:12.629458
268,226,view,2026-03-05 17:01:12.629458
860,82,add_to_cart,2026-02-17 17:01:12.629458
920,722,view,2026-03-05 17:01:12.629458
810,480,view,2026-02-25 17:01:12.629458
520,540,add_to_cart,2026-03-12 17:01:12.629458
198,590,view,2026-02-28 17:01:12.629458
286,433,view,2026-03-18 17:01:12.629458
973,833,view,2026-03-06 17:01:12.629458
949,20,view,2026-03-07 17:01:12.629458
531,739,view,2026-03-12 17:01:12.629458
374,399,view,2026-02-27 17:01:12.629458
535,809,view,2026-03-17 17:01:12.629458
722,13,add_to_cart,2026-02-22 17:01:12.629458
776,556,add_to_cart,2026-02-28 17:01:12.629458
664,922,view,2026-03-15 17:01:12.629458
26,493,view,2026-02-21 17:01:12.629458
174,962,add_to_cart,2026-03-10 17:01:12.629458
120,615,add_to_cart,2026-02-28 17:01:12.629458
229,362,add_to_cart,2026-03-03 17:01:12.629458
343,218,add_to_cart,2026-02-26 17:01:12.629458
331,521,view,2026-03-08 17:01:12.629458
913,663,view,2026-03-12 17:01:12.629458
893,136,view,2026-02-23 17:01:12.629458
980,249,purchase,2026-02-27 17:01:12.629458
285,19,view,2026-03-11 17:01:12.629458
463,759,add_to_cart,2026-02-22 17:01:12.629458
857,957,view,2026-03-18 17:01:12.629458
758,368,view,2026-03-09 17:01:12.630463
91,676,add_to_cart,2026-03-13 17:01:12.630463
773,800,view,2026-03-17 17:01:12.630463
444,82,view,2026-03-03 17:01:12.630463
508,799,add_to_cart,2026-02-26 17:01:12.630463
729,458,view,2026-03-02 17:01:12.630463
812,619,add_to_cart,2026-03-09 17:01:12.630463
595,63,purchase,2026-02-22 17:01:12.630463
272,673,view,2026-03-08 17:01:12.630463
544,247,view,2026-03-13 17:01:12.630463
691,493,view,2026-03-10 17:01:12.630463
604,341,view,2026-03-14 17:01:12.630463
755,45,add_to_cart,2026-02-25 17:01:12.630463
380,895,view,2026-03-03 17:01:12.630463
784,187,view,2026-02-24 17:01:12.630968
614,795,purchase,2026-03-01 17:01:12.630968
916,3,add_to_cart,2026-03-03 17:01:12.630968
340,269,add_to_cart,2026-03-11 17:01:12.630968
898,313,view,2026-02-18 17:01:12.630968
963,85,view,2026-03-06 17:01:12.630968
361,540,view,2026-03-14 17:01:12.630968
704,720,purchase,2026-02-25 17:01:12.630968
594,122,purchase,2026-03-13 17:01:12.631482
498,166,purchase,2026-02-19 17:01:12.631482
577,699,view,2026-02-17 17:01:12.631482
744,853,view,2026-02-19 17:01:12.631482
36,862,purchase,2026-02-25 17:01:12.631482
953,345,view,2026-03-06 17:01:12.631482
387,711,view,2026-02-28 17:01:12.631482
401,589,view,2026-03-05 17:01:12.631482
619,935,purchase,2026-03-05 17:01:12.631482
667,661,view,2026-03-16 17:01:12.631482
769,305,purchase,2026-02-28 17:01:12.631482
791,445,purchase,2026-03-13 17:01:12.631482
260,870,purchase,2026-02-24 17:01:12.631482
553,236,view,2026-02-18 17:01:12.631999
291,967,view,2026-02-23 17:01:12.631999
36,311,view,2026-03-02 17:01:12.631999
873,113,view,2026-02-25 17:01:12.631999
164,554,view,2026-03-16 17:01:12.631999
336,774,view,2026-03-14 17:01:12.631999
945,138,add_to_cart,2026-03-02 17:01:12.632541
18,727,purchase,2026-03-18 17:01:12.632541
615,467,view,2026-03-13 17:01:12.632541
71,171,view,2026-03-02 17:01:12.632541
475,563,add_to_cart,2026-03-09 17:01:12.632541
452,980,view,2026-03-16 17:01:12.632541
456,200,view,2026-03-10 17:01:12.632541
654,246,view,2026-02-28 17:01:12.632541
97,772,view,2026-02-19 17:01:12.632541
852,805,view,2026-03-18 17:01:12.632541
193,990,view,2026-03-14 17:01:12.632541
495,824,view,2026-03-06 17:01:12.632541
1000,709,view,2026-03-09 17:01:12.632541
551,880,view,2026-03-06 17:01:12.633059
421,216,add_to_cart,2026-03-17 17:01:12.633059
649,165,view,2026-03-06 17:01:12.633059
619,760,view,2026-03-03 17:01:12.633059
201,605,view,2026-03-15 17:01:12.633059
692,886,purchase,2026-02-22 17:01:12.633059
708,585,add_to_cart,2026-02-26 17:01:12.633059
886,608,purchase,2026-03-01 17:01:12.633059
970,964,add_to_cart,2026-03-09 17:01:12.633059
565,945,purchase,2026-02-28 17:01:12.633059
617,901,add_to_cart,2026-02-21 17:01:12.633059
35,530,view,2026-03-05 17:01:12.633059
366,918,view,2026-03-05 17:01:12.633059
951,989,view,2026-02-21 17:01:12.633059
954,888,purchase,2026-03-02 17:01:12.633059
250,989,add_to_cart,2026-02-22 17:01:12.633059
280,575,purchase,2026-03-12 17:01:12.633059
912,945,view,2026-03-17 17:01:12.633059
555,143,view,2026-02-21 17:01:12.633059
561,659,view,2026-03-06 17:01:12.633059
69,338,purchase,2026-03-14 17:01:12.633059
869,391,view,2026-03-04 17:01:12.633059
794,156,view,2026-02-18 17:01:12.633059
339,612,view,2026-03-16 17:01:12.633572
589,797,purchase,2026-03-11 17:01:12.633572
960,780,add_to_cart,2026-03-06 17:01:12.633572
127,853,view,2026-02-20 17:01:12.633572
100,532,add_to_cart,2026-02-24 17:01:12.633572
15,929,add_to_cart,2026-02-19 17:01:12.633572
395,830,add_to_cart,2026-03-14 17:01:12.633572
727,955,purchase,2026-03-04 17:01:12.633572
409,373,view,2026-03-06 17:01:12.633572
917,715,purchase,2026-03-18 17:01:12.633572
383,385,purchase,2026-02-22 17:01:12.633572
576,198,view,2026-03-18 17:01:12.633572
324,818,view,2026-03-14 17:01:12.633572
735,434,view,2026-03-07 17:01:12.633572
208,503,view,2026-02-22 17:01:12.633572
650,563,view,2026-03-13 17:01:12.633572
407,463,view,2026-03-02 17:01:12.633572
31,121,add_to_cart,2026-03-18 17:01:12.633572
702,768,purchase,2026-03-08 17:01:12.633572
975,450,view,2026-02-21 17:01:12.634088
321,512,view,2026-03-14 17:01:12.634088
528,200,purchase,2026-03-05 17:01:12.634088
962,538,view,2026-03-17 17:01:12.634088
611,334,view,2026-03-08 17:01:12.634088
238,126,view,2026-03-02 17:01:12.634088
414,350,view,2026-02-21 17:01:12.635093
337,115,view,2026-02-21 17:01:12.635093
932,24,view,2026-03-07 17:01:12.635093
22,351,view,2026-03-09 17:01:12.635093
253,27,view,2026-02-27 17:01:12.635093
739,694,view,2026-03-03 17:01:12.635093
199,963,view,2026-02-23 17:01:12.635093
795,424,view,2026-02-18 17:01:12.635093
68,192,view,2026-03-12 17:01:12.635093
292,970,view,2026-03-07 17:01:12.635093
571,233,view,2026-02-24 17:01:12.635093
366,566,add_to_cart,2026-03-10 17:01:12.635093
720,37,add_to_cart,2026-03-16 17:01:12.635093
544,271,view,2026-03-07 17:01:12.635093
467,898,add_to_cart,2026-02-17 17:01:12.635093
970,398,add_to_cart,2026-02-19 17:01:12.635093
367,238,view,2026-03-18 17:01:12.635093
619,604,add_to_cart,2026-02-21 17:01:12.635093
232,784,add_to_cart,2026-03-12 17:01:12.635093
119,429,add_to_cart,2026-03-15 17:01:12.635093
766,422,view,2026-03-01 17:01:12.635596
654,388,view,2026-02-21 17:01:12.635596
677,594,view,2026-02-25 17:01:12.635596
709,20,purchase,2026-02-20 17:01:12.635596
371,401,purchase,2026-03-02 17:01:12.635596
70,934,view,2026-03-17 17:01:12.635596
264,204,view,2026-03-05 17:01:12.635596
478,639,view,2026-03-03 17:01:12.635596
905,661,view,2026-03-14 17:01:12.635596
785,537,purchase,2026-02-18 17:01:12.635596
4,310,purchase,2026-03-13 17:01:12.635596
779,376,view,2026-02-25 17:01:12.635596
939,420,view,2026-03-14 17:01:12.635596
502,273,view,2026-02-20 17:01:12.635596
10,523,view,2026-02-24 17:01:12.635596
25,147,view,2026-02-23 17:01:12.635596
290,506,view,2026-02-23 17:01:12.635596
212,329,purchase,2026-02-22 17:01:12.635596
486,741,view,2026-03-12 17:01:12.635596
85,707,add_to_cart,2026-03-09 17:01:12.635596
160,915,view,2026-03-18 17:01:12.635596
876,913,add_to_cart,2026-02-18 17:01:12.635596
832,356,add_to_cart,2026-02-28 17:01:12.635596
354,434,view,2026-03-10 17:01:12.635596
138,396,purchase,2026-03-13 17:01:12.635596
655,711,add_to_cart,2026-03-17 17:01:12.635596
550,763,view,2026-03-15 17:01:12.635596
988,628,purchase,2026-03-07 17:01:12.635596
652,498,purchase,2026-03-13 17:01:12.635596
154,324,add_to_cart,2026-03-11 17:01:12.635596
17,576,add_to_cart,2026-02-27 17:01:12.635596
809,928,view,2026-03-16 17:01:12.635596
585,686,purchase,2026-02-25 17:01:12.635596
459,315,purchase,2026-03-18 17:01:12.635596
204,735,add_to_cart,2026-03-13 17:01:12.635596
252,147,view,2026-03-17 17:01:12.635596
499,969,view,2026-03-03 17:01:12.635596
425,280,purchase,2026-02-25 17:01:12.635596
684,89,view,2026-02-22 17:01:12.635596
906,510,view,2026-02-27 17:01:12.635596
952,962,view,2026-03-09 17:01:12.635596
668,13,view,2026-03-15 17:01:12.635596
807,853,add_to_cart,2026-02-28 17:01:12.636601
163,226,view,2026-02-21 17:01:12.636601
557,286,view,2026-02-23 17:01:12.636601
121,371,purchase,2026-03-13 17:01:12.636601
153,954,add_to_cart,2026-03-14 17:01:12.636601
662,593,add_to_cart,2026-03-13 17:01:12.636601
2,569,view,2026-03-12 17:01:12.637106
375,633,purchase,2026-03-02 17:01:12.637106
292,455,view,2026-03-07 17:01:12.637106
301,803,purchase,2026-02-20 17:01:12.637106
218,991,add_to_cart,2026-02-21 17:01:12.637106
663,592,view,2026-03-04 17:01:12.637106
293,475,view,2026-02-27 17:01:12.637106
718,702,view,2026-03-04 17:01:12.637106
423,7,view,2026-02-21 17:01:12.637106
629,827,purchase,2026-03-16 17:01:12.637106
261,483,purchase,2026-02-23 17:01:12.637106
662,585,view,2026-02-22 17:01:12.637106
959,427,view,2026-03-13 17:01:12.637106
735,113,view,2026-02-28 17:01:12.637106
361,140,view,2026-02-17 17:01:12.637106
907,449,view,2026-03-02 17:01:12.637106
761,122,view,2026-03-14 17:01:12.637106
487,228,view,2026-02-18 17:01:12.637106
492,139,view,2026-02-17 17:01:12.637106
703,317,view,2026-03-04 17:01:12.637106
407,812,view,2026-03-06 17:01:12.637106
744,231,view,2026-03-12 17:01:12.637106
758,183,add_to_cart,2026-02-28 17:01:12.637106
6,276,view,2026-03-15 17:01:12.637106
619,991,view,2026-02-22 17:01:12.637106
979,20,view,2026-02-20 17:01:12.637106
790,360,view,2026-03-05 17:01:12.637106
129,877,purchase,2026-02-28 17:01:12.637106
609,666,purchase,2026-02-27 17:01:12.637106
192,431,view,2026-03-13 17:01:12.637106
648,661,purchase,2026-03-17 17:01:12.637106
456,128,view,2026-03-10 17:01:12.637106
736,262,view,2026-03-10 17:01:12.637106
433,243,purchase,2026-03-12 17:01:12.637106
712,84,view,2026-03-12 17:01:12.637106
43,951,purchase,2026-03-07 17:01:12.637106
655,342,view,2026-03-14 17:01:12.637106
840,33,purchase,2026-03-16 17:01:12.637106
485,362,view,2026-02-20 17:01:12.637106
467,688,purchase,2026-03-09 17:01:12.637106
710,245,view,2026-02-22 17:01:12.637106
134,1,add_to_cart,2026-03-12 17:01:12.637106
325,200,add_to_cart,2026-02-21 17:01:12.637106
812,236,view,2026-02-22 17:01:12.637106
872,224,add_to_cart,2026-03-12 17:01:12.637106
356,891,purchase,2026-02-25 17:01:12.637106
852,463,view,2026-03-12 17:01:12.638111
87,537,view,2026-02-17 17:01:12.638111
62,259,add_to_cart,2026-03-17 17:01:12.638111
67,176,purchase,2026-03-10 17:01:12.638111
580,324,view,2026-03-11 17:01:12.638111
38,344,view,2026-02-23 17:01:12.638111
434,639,view,2026-03-04 17:01:12.638111
381,393,purchase,2026-03-01 17:01:12.638111
61,70,add_to_cart,2026-03-13 17:01:12.638111
267,452,view,2026-03-13 17:01:12.638111
964,722,purchase,2026-02-28 17:01:12.638111
121,61,view,2026-03-10 17:01:12.638111
999,699,add_to_cart,2026-02-24 17:01:12.638111
590,971,purchase,2026-02-19 17:01:12.638111
971,1,view,2026-03-10 17:01:12.638111
